method,time,true_y,lower_bound,upper_bound,violation
nexCP+LS,174,0.673246,0.5524934588715605,0.9142592915394648,False
nexCP+LS,175,0.646053,0.5888063629817835,0.9492887911655568,False
nexCP+LS,176,0.640351,0.5401656000057553,0.9004457933662203,False
nexCP+LS,177,0.678947,0.4805574472418338,0.8355850367961327,False
nexCP+LS,178,0.679825,0.40004089848627006,0.7516201956655663,False
nexCP+LS,179,0.713596,0.339547338758501,0.6857701379703558,True
nexCP+LS,180,0.294737,0.4425524300555264,0.7959239573622543,True
nexCP+LS,181,0.341228,0.44455328195489036,0.8005979442445085,True
nexCP+LS,182,0.329825,0.41447000624935826,0.7696387019929475,True
nexCP+LS,183,0.322807,0.3224362837161899,0.7052646423158774,False
nexCP+LS,184,0.325,0.26055550182490517,0.6264282756473779,False
nexCP+LS,185,0.321491,0.23277718645329104,0.5972458907797041,False
nexCP+LS,186,0.328947,0.3880472096032953,0.7592324127450714,True
nexCP+LS,187,0.332456,0.3824816021048769,0.7709890602812834,True
nexCP+LS,188,0.396491,0.3147461178641148,0.7355411002479179,False
nexCP+LS,189,0.373246,0.2940661188523027,0.6974005315603183,False
nexCP+LS,190,0.342982,0.24768736567804742,0.6518950453922753,False
nexCP+LS,191,0.280263,0.22175443183508362,0.643150524393544,False
nexCP+LS,192,0.432018,0.36387485083992954,0.7842119922432796,False
nexCP+LS,193,0.389474,0.4411046505223261,0.8762526815263857,True
nexCP+LS,194,0.402632,0.3250200627176086,0.7555327599078812,False
nexCP+LS,195,0.35307,0.29180447662792863,0.72894789143416,False
nexCP+LS,196,0.355702,0.24510985647778208,0.6773464503944955,False
nexCP+LS,197,0.370175,0.2216869484020942,0.658436312786003,False
nexCP+LS,198,0.407895,0.4073117455264388,0.8392379330820191,False
nexCP+LS,199,0.424561,0.4374583616736438,0.8788940519368924,True
nexCP+LS,200,0.414035,0.3924242155975955,0.8403042608510098,False
nexCP+LS,201,0.40614,0.3442642396472347,0.7892049813000993,False
nexCP+LS,202,0.372807,0.3214428290723767,0.7723830379407443,False
nexCP+LS,203,0.342982,0.2920414374435211,0.7391801744307424,False
nexCP+LS,204,0.522807,0.36392495064762315,0.8118450781436523,False
nexCP+LS,205,0.557895,0.3651069624011736,0.8132164433796271,False
nexCP+LS,206,0.542544,0.328582445735148,0.773675873834489,False
nexCP+LS,207,0.582895,0.29030572331740967,0.7342556683728121,False
nexCP+LS,208,0.586404,0.2477483922548743,0.6909296640983187,False
nexCP+LS,209,0.621053,0.21490192395614763,0.6566113833871737,False
nexCP+LS,210,0.765789,0.606417159827682,1.0405772144992416,False
nexCP+LS,211,0.765789,0.6592995656225937,1.1209632727316754,False
nexCP+LS,212,0.764474,0.5969267128363435,1.0323193401805923,False
nexCP+LS,213,0.750877,0.5410159103178409,0.9939990057859391,False
nexCP+LS,214,0.742105,0.536778455091117,0.9703562882596055,False
nexCP+LS,215,0.74386,0.49782174602791207,0.9487273362847907,False
nexCP+LS,216,0.340789,0.3750294718378613,0.8215943651153788,True
nexCP+LS,217,0.356579,0.385707387933645,0.8291849511883995,True
nexCP+LS,218,0.361842,0.3868688946092832,0.8222006266905578,True
nexCP+LS,219,0.359649,0.32401069732838533,0.7642477512183776,False
nexCP+LS,220,0.389035,0.2905053323815855,0.7294566356513282,False
nexCP+LS,221,0.397807,0.3093397371392283,0.742935643620618,False
nexCP+LS,222,0.340789,0.35162516451735776,0.7863755991338863,True
nexCP+LS,223,0.415789,0.35832001338221603,0.8125798918010825,False
nexCP+LS,224,0.411404,0.37819809797368953,0.8136942573406405,False
nexCP+LS,225,0.419298,0.3404044132884865,0.7745286871253045,False
nexCP+LS,226,0.459211,0.3181069541560098,0.7499537215074541,False
nexCP+LS,227,0.47807,0.3239259574740946,0.7552488495641988,False
nexCP+LS,228,0.285088,0.32637458271286873,0.7674461105838614,True
nexCP+LS,229,0.297368,0.3422583427231071,0.7794884700157597,True
nexCP+LS,230,0.314035,0.32415133634676147,0.7849977727584222,True
nexCP+LS,231,0.324561,0.2688114665111114,0.7333337601175838,False
nexCP+LS,232,0.359211,0.26408862684981194,0.7222134595556339,False
nexCP+LS,233,0.360526,0.2347784430281469,0.6745733546333397,False
nexCP+LS,234,0.241667,0.2505559973435817,0.6984429441469596,True
nexCP+LS,235,0.273684,0.2278461434392496,0.6765126699619565,False
nexCP+LS,236,0.222368,0.20565101578550066,0.6505253475827194,False
nexCP+LS,237,0.212719,0.1671578603146188,0.6099691993188311,False
nexCP+LS,238,0.231579,0.08735069266724693,0.5265167341857536,False
nexCP+LS,239,0.225877,0.003035793102515471,0.45155761008193795,False
nexCP+LS,240,0.232018,0.23206746460886155,0.6655721986344962,True
nexCP+LS,241,0.269298,0.22014186250980158,0.6539949398057777,False
nexCP+LS,242,0.225,0.20770092204820523,0.644388322172809,False
nexCP+LS,243,0.272368,0.12179936960702817,0.5590791193967748,False
nexCP+LS,244,0.259211,0.02196778374822242,0.4718530605151485,False
nexCP+LS,245,0.271491,0.03676179814238507,0.4748002726495588,False
nexCP+LS,246,0.429386,0.46377519550503776,0.9014776712478632,True
nexCP+LS,247,0.390789,0.4387672313296473,0.8751358066119794,True
nexCP+LS,248,0.419737,0.37749022335742166,0.8160805914344189,False
nexCP+LS,249,0.439035,0.3301210349699303,0.7674000724438584,False
nexCP+LS,250,0.464035,0.28557675844127467,0.7195306867002873,False
nexCP+LS,251,0.476316,0.24097259282869057,0.6730002220568306,False
nexCP+LS,252,0.524561,0.8150203584053237,1.3640194493453306,True
nexCP+LS,253,0.47193,0.6424185445870193,1.1241491565022783,True
nexCP+LS,254,0.443421,0.5821496379083708,1.0674649385342565,True
nexCP+LS,255,0.417105,0.533824129517543,1.0779512182715731,True
nexCP+LS,256,0.417105,0.41955064884996157,0.9643391722817941,True
nexCP+LS,257,0.421491,0.32525475770295476,0.8595497017800252,False
nexCP+LS,258,0.32193,0.2986978590934535,0.7747534774802101,False
nexCP+LS,259,0.323246,0.3089526612819365,0.7832708422954382,False
nexCP+LS,260,0.31886,0.2714005668089594,0.7400635149293437,False
nexCP+LS,261,0.271053,0.20378801869511515,0.6759172412414709,False
nexCP+LS,262,0.265351,0.1591822681278012,0.628098027877855,False
nexCP+LS,263,0.252632,0.12619769910941805,0.6071800178269307,False
nexCP+LS,264,0.399123,0.2878888095406731,0.7599843510204707,False
nexCP+LS,265,0.395614,0.2824986406575889,0.7502167530355576,False
nexCP+LS,266,0.398684,0.24016005982646185,0.7113112528655483,False
nexCP+LS,267,0.403947,0.19177855053098233,0.6629421739558187,False
nexCP+LS,268,0.388596,0.12601472708735903,0.5888768268727144,False
nexCP+LS,269,0.364474,0.08476072687708505,0.5536157435982901,False
nexCP+LS,270,0.362281,0.24321232535855591,0.704244248754961,False
nexCP+LS,271,0.337719,0.2579236144010426,0.7123268870101446,False
nexCP+LS,272,0.334211,0.20795335980405014,0.6658944720647041,False
nexCP+LS,273,0.303509,0.14427436388313591,0.6004764223530541,False
nexCP+LS,274,0.414912,0.1294608387583743,0.5929639128320586,False
nexCP+LS,275,0.305263,0.10630219785176094,0.5645120505197272,False
nexCP+LS,276,0.342982,0.35031451998853147,0.806301412912837,True
nexCP+LS,277,0.380702,0.36102311844002005,0.8272467730180912,False
nexCP+LS,278,0.309211,0.31550100858439833,0.7735937313736965,True
nexCP+LS,279,0.297807,0.2304878214865513,0.7021464302893357,False
nexCP+LS,280,0.312281,0.1930979321346605,0.6541238060512831,False
nexCP+LS,281,0.280263,0.1819056217645684,0.6386340243820234,False
nexCP+LS,282,0.234211,0.2754547797105147,0.7247647692288981,True
nexCP+LS,283,0.261404,0.2848920590472526,0.7384699708872323,True
nexCP+LS,284,0.273246,0.24789479806811623,0.7224466928108455,False
nexCP+LS,285,0.288158,0.23793755305706063,0.7011993677928234,False
nexCP+LS,286,0.295175,0.20065850026310034,0.6646643201095874,False
nexCP+LS,287,0.325,0.19714340441201283,0.6503916057495911,False
nexCP+LS,288,0.504825,0.43098534955580153,0.8980916237757993,False
nexCP+LS,289,0.495614,0.4246176250748331,0.8823120180180802,False
nexCP+LS,290,0.484649,0.36881838217673335,0.823419892915479,False
nexCP+LS,291,0.512281,0.32270105971899327,0.7750571345628698,False
nexCP+LS,292,0.502193,0.2600344349607351,0.7080730071048305,False
nexCP+LS,293,0.522807,0.22612066402850395,0.673067655054801,False
nexCP+LS,294,0.759649,0.5155577027019089,0.9746641529734013,False
nexCP+LS,295,0.755263,0.5632004895368532,1.0249373329036413,False
nexCP+LS,296,0.738596,0.5902042048084163,1.0502874524198444,False
nexCP+LS,297,0.747807,0.6014191181334203,1.0588838947210464,False
nexCP+LS,298,0.738158,0.591364528437555,1.0483504515825657,False
nexCP+LS,299,0.742105,0.5550827829334896,1.0080648927865634,False
nexCP+LS,300,0.385526,0.2174349825361213,0.6657024278542786,False
nexCP+LS,301,0.400439,0.24625056532438677,0.6949878448945181,False
nexCP+LS,302,0.39386,0.2578121810243755,0.702529975605917,False
nexCP+LS,303,0.416228,0.22880143975062292,0.6716050338916453,False
nexCP+LS,304,0.483772,0.20875555748079833,0.6471341448673171,False
nexCP+LS,305,0.490351,0.21453360043010705,0.6552986913996877,False
nexCP+LS,306,0.344737,0.24751293791381565,0.6889998824546248,False
nexCP+LS,307,0.345614,0.28403129370252106,0.724110489172639,False
nexCP+LS,308,0.370175,0.2626430302850851,0.703760547078963,False
nexCP+LS,309,0.365789,0.2137154337536047,0.6558984435325612,False
nexCP+LS,310,0.40307,0.21010169049985733,0.6400923952970415,False
nexCP+LS,311,0.414474,0.2070676031867837,0.6398663997152975,False
nexCP+LS,312,0.360088,0.09757231229250937,0.5347852618869353,False
nexCP+LS,313,0.382456,0.11836021333815168,0.5507021471841301,False
nexCP+LS,314,0.385088,0.08897951170026444,0.5158049861969509,False
nexCP+LS,315,0.332895,0.09884807514101836,0.5148450098114112,False
nexCP+LS,316,0.356579,0.03487199250522751,0.44951312865114496,False
nexCP+LS,317,0.373684,0.03189498143557004,0.4477531691230292,False
nexCP+LS,318,0.427632,0.243305002813456,0.6597037718945709,False
nexCP+LS,319,0.437281,0.25668739922840045,0.6707706100602487,False
nexCP+LS,320,0.449561,0.23849639685521806,0.6511568209444989,False
nexCP+LS,321,0.451754,0.21294703835223738,0.6248376003022997,False
nexCP+LS,322,0.446053,0.19179919654728758,0.6032365801247531,False
nexCP+LS,323,0.382895,0.17855792565829776,0.5897968413852198,False
nexCP+LS,324,0.419737,0.24048109950431484,0.6524798787361636,False
nexCP+LS,325,0.441228,0.25001650207644416,0.6596044762673433,False
nexCP+LS,326,0.435088,0.22044927226515224,0.6313683448756247,False
nexCP+LS,327,0.45614,0.18201496179614995,0.5914554315031073,False
nexCP+LS,328,0.416228,0.16779310098471575,0.5774201367306335,False
nexCP+LS,329,0.406579,0.1516369971777702,0.561467854213189,False
nexCP+LS,330,0.532895,0.3729706988142733,0.7822646282001195,False
nexCP+LS,331,0.522368,0.3797301997386036,0.7866210037520667,False
nexCP+LS,332,0.536842,0.3561135196440586,0.7635907959325198,False
nexCP+LS,333,0.544737,0.30313242060989976,0.7089471318517655,False
nexCP+LS,334,0.540789,0.2902082578197528,0.6961376013508276,False
nexCP+LS,335,0.626754,0.272318964947519,0.6785035996355792,False
nexCP+LS,336,0.915789,0.3628121824140513,0.7673434069634839,True
nexCP+LS,337,0.890789,0.38311058901163597,0.7982748054292078,True
nexCP+LS,338,0.870614,0.3642993474584652,0.7895719282585821,True
nexCP+LS,339,0.87193,0.3369412180391149,0.7774733922592452,True
nexCP+LS,340,0.849123,0.3004046970300374,0.7678667483104558,True
nexCP+LS,341,0.860088,0.26277287818513656,0.7692211812272155,True
nexCP+LS,342,0.624123,0.16107028201393547,0.6815103656068466,False
nexCP+LS,343,0.651316,0.20722219092799216,0.7313802314126815,False
nexCP+LS,344,0.64386,0.20693029284498646,0.718087359521179,False
nexCP+LS,345,0.653509,0.18158403223712372,0.6889458252766206,False
nexCP+LS,346,0.648684,0.16254838427294388,0.6774506271719833,False
nexCP+LS,347,0.649123,0.12133879880420678,0.637493174085972,True
nexCP+LS,348,0.617544,0.17305955935905806,0.7175921988500732,False
nexCP+LS,349,0.617982,0.19944689030678087,0.7337659168757562,False
nexCP+LS,350,0.599123,0.17261452962441215,0.705146510231991,False
nexCP+LS,351,0.616228,0.15813369520454842,0.6910898701621573,False
nexCP+LS,352,0.611842,0.11687480423575308,0.643320026647012,False
nexCP+LS,353,0.613158,0.09621529948550507,0.6171590996515408,False
nexCP+LS,354,0.522368,0.05551470438897529,0.579141203657114,False
nexCP+LS,355,0.508333,0.08893021154747391,0.6066982409749414,False
nexCP+LS,356,0.50307,0.0777806915928845,0.5924428608782996,False
nexCP+LS,357,0.514912,0.036924624242749005,0.5485671509965949,False
nexCP+LS,358,0.493421,0.00015280329492644337,0.5049841796648081,False
nexCP+LS,359,0.484211,-0.004118127731044059,0.4985802932648068,False
nexCP+LS,360,0.435526,0.1787129724850263,0.6775967944730086,False
nexCP+LS,361,0.449561,0.2002313660881051,0.6981026827845047,False
nexCP+LS,362,0.450877,0.16511243565652917,0.661063102224881,False
nexCP+LS,363,0.408772,0.13755659995979794,0.6309890818966732,False
nexCP+LS,364,0.439035,0.0989505238243152,0.591612142847704,False
nexCP+LS,365,0.422807,0.06911606599098022,0.5609042853601343,False
nexCP+LS,366,0.489912,0.28865536663922364,0.7790479690526126,False
nexCP+LS,367,0.497807,0.3143277521554493,0.806414414821462,False
nexCP+LS,368,0.49693,0.28932675585881645,0.7802125463885795,False
nexCP+LS,369,0.511842,0.2669028431753464,0.7528941294409303,False
nexCP+LS,370,0.505263,0.24126282296621773,0.7303420683612282,False
nexCP+LS,371,0.525877,0.22877636958777084,0.7138548101134172,False
nexCP+LS,372,0.746491,0.37805791069762934,0.8645251280217452,False
nexCP+LS,373,0.698246,0.3888482812801226,0.8760588216751618,False
nexCP+LS,374,0.686404,0.33789818191407833,0.8214620886583754,False
nexCP+LS,375,0.704825,0.3000437828254491,0.7776187629044744,False
nexCP+LS,376,0.720614,0.2578196526873321,0.7227501993017236,False
nexCP+LS,377,0.726316,0.23753810210555656,0.7026747604550145,True
nexCP+LS,378,0.821053,0.5621780699051399,1.0820597474172542,False
nexCP+LS,379,0.777193,0.649651699773826,1.168743542293152,False
nexCP+LS,380,0.726316,0.6871864551512914,1.2116827668059846,False
nexCP+LS,381,0.726316,0.6883663866153289,1.2089636194951345,False
nexCP+LS,382,0.78114,0.6416366845912587,1.1395463619297188,False
nexCP+LS,383,0.692105,0.5989771311490301,1.0882390008748555,False
nexCP+LS,384,0.496491,0.23124081312015443,0.7089892327710877,False
nexCP+LS,385,0.509211,0.25585079407983885,0.7329413113621467,False
nexCP+LS,386,0.504825,0.22557703536636367,0.7021679959609946,False
nexCP+LS,387,0.513596,0.21329729712320336,0.6858350213366026,False
nexCP+LS,388,0.489912,0.18671399035161843,0.660395513079254,False
nexCP+LS,389,0.492544,0.15296780762898454,0.6258693059612749,False
nexCP+LS,390,0.472368,0.27098930271243915,0.7454164955569393,False
nexCP+LS,391,0.478509,0.2605082232650768,0.7295309756845592,False
nexCP+LS,392,0.433772,0.19996483646140947,0.6683461693163032,False
nexCP+LS,393,0.403947,0.13842288342335096,0.6065774118628015,False
nexCP+LS,394,0.360965,0.07502843736487191,0.5444186346172655,False
nexCP+LS,395,0.362719,0.03507061223713154,0.5047403924427573,False
nexCP+LS,396,0.471491,0.2068690551026522,0.6739285992693852,False
nexCP+LS,397,0.471491,0.22579973155229133,0.6894712651697195,False
nexCP+LS,398,0.458333,0.1877772994265539,0.6526347751856589,False
nexCP+LS,399,0.446491,0.14705043406115087,0.6125749682121617,False
nexCP+LS,400,0.439035,0.11455628345734924,0.5759061765570357,False
nexCP+LS,401,0.415351,0.07280169433246145,0.5337292306988037,False
nexCP+LS,402,0.410088,0.24808550691198095,0.7083347677670464,False
nexCP+LS,403,0.390789,0.248297656579169,0.705513978724677,False
nexCP+LS,404,0.371491,0.21187625433933602,0.6727436124491888,False
nexCP+LS,405,0.406579,0.2065653214892038,0.6641466158257067,False
nexCP+LS,406,0.39386,0.13235282884054736,0.5942357935895005,False
nexCP+LS,407,0.397807,0.09393538634033792,0.5553657840203815,False
nexCP+LS,408,0.436842,0.30307456406663535,0.7609269989624875,False
nexCP+LS,409,0.402193,0.3086858182556567,0.7655265593158626,False
nexCP+LS,410,0.388596,0.2725538678042542,0.7217316145244307,False
nexCP+LS,411,0.417105,0.22433721983779675,0.6741575505348885,False
nexCP+LS,412,0.452632,0.1948583063867168,0.6424922801201932,False
nexCP+LS,413,0.401754,0.14862473910550925,0.5975053172175138,False
nexCP+LS,414,0.560965,0.4588133065587317,0.9068345728511472,False
nexCP+LS,415,0.533333,0.45899385853064045,0.906917359929837,False
nexCP+LS,416,0.490351,0.39314008213698776,0.838323004092932,False
nexCP+LS,417,0.486404,0.34509598977459793,0.7876219185511611,False
nexCP+LS,418,0.505702,0.27101665528222346,0.7133405438878984,False
nexCP+LS,419,0.508333,0.21379356469431796,0.654175127597725,False
nexCP+LS,420,0.765789,0.4719269370154933,0.9185427289979504,False
nexCP+LS,421,0.775439,0.4851604142071499,0.9290537456599617,False
nexCP+LS,422,0.763596,0.4497722912403316,0.8965488845668134,False
nexCP+LS,423,0.762719,0.39151896375142026,0.837743743912067,False
nexCP+LS,424,0.764474,0.33597294118776305,0.7773167842819615,False
nexCP+LS,425,0.75,0.28385012411395516,0.7273578174818175,True
nexCP+LS,426,0.610526,0.3660146965297982,0.8160516036756347,False
nexCP+LS,427,0.606579,0.3866428978100658,0.835766547336091,False
nexCP+LS,428,0.608772,0.33384596816068435,0.7823146950929306,False
nexCP+LS,429,0.577193,0.2730294827241861,0.7208067078517046,False
nexCP+LS,430,0.534211,0.2235183464423639,0.6686319875584595,False
nexCP+LS,431,0.525,0.1919190891508614,0.6376883762190335,False
nexCP+LS,432,0.458772,0.38212715580895407,0.8242125956455676,False
nexCP+LS,433,0.486842,0.39893045582147324,0.8435956535695,False
nexCP+LS,434,0.477632,0.3595741680799247,0.8041324496754252,False
nexCP+LS,435,0.464035,0.28616326313501933,0.7301223696221215,False
nexCP+LS,436,0.464912,0.2336269981590817,0.6777898038185556,False
nexCP+LS,437,0.489035,0.21972449544906356,0.6589337798154913,False
nexCP+LS,438,0.25,0.31705259724024526,0.7566996052108664,True
nexCP+LS,439,0.328509,0.29361132584939087,0.7435772877881024,False
nexCP+LS,440,0.327193,0.2728111107591234,0.7236060114432415,False
nexCP+LS,441,0.321053,0.21421939062302006,0.6672184265856256,False
nexCP+LS,442,0.445175,0.19863957336445973,0.6513105105879756,False
nexCP+LS,443,0.376754,0.236270076625789,0.687001753065917,False
nexCP+LS,444,0.232018,0.1740287105735159,0.6269343105209234,False
nexCP+LS,445,0.25614,0.21643910780850123,0.6693697714030072,False
nexCP+LS,446,0.273684,0.1799307325693396,0.6208258805579152,False
nexCP+LS,447,0.317105,0.17998103865629814,0.6184414786482167,False
nexCP+LS,448,0.342982,0.13865436444722834,0.5735418522663283,False
nexCP+LS,449,0.375,0.11424072125591796,0.5462463848969775,False
nexCP+LS,450,0.328509,0.2863482908415191,0.7167718606686625,False
nexCP+LS,451,0.295175,0.3053853700943337,0.7292889974148878,True
nexCP+LS,452,0.302193,0.2536976619731278,0.6992661413587755,False
nexCP+LS,453,0.292982,0.20663790928139367,0.6502762971363825,False
nexCP+LS,454,0.317544,0.1416707354710799,0.5863874754013338,False
nexCP+LS,455,0.334211,0.13325963673726865,0.5774431291734654,False
nexCP+LS,456,0.390789,0.3710913430849021,0.8175867975360489,False
nexCP+LS,457,0.433333,0.38697638087923275,0.8264209438893915,False
nexCP+LS,458,0.385526,0.37416089977566824,0.810038982319567,False
nexCP+LS,459,0.385526,0.3359386885466884,0.7729733498962602,False
nexCP+LS,460,0.432018,0.28972310276581453,0.7273873847687885,False
nexCP+LS,461,0.435965,0.27351318781680434,0.7092522246866894,False
nexCP+LS,462,0.665351,0.38044411201056144,0.8212011714797914,False
nexCP+LS,463,0.668421,0.452418560273737,0.8897701015959842,False
nexCP+LS,464,0.628509,0.4477461298515465,0.8825537763583322,False
nexCP+LS,465,0.613596,0.42817885562527463,0.8653959446969685,False
nexCP+LS,466,0.612281,0.3813133932918883,0.8137351717294945,False
nexCP+LS,467,0.602632,0.3572992954595034,0.7897475535047791,False
nexCP+LS,468,0.385088,0.27853622876455897,0.7083245300904988,False
nexCP+LS,469,0.435526,0.28998263819437065,0.7185520394029327,False
nexCP+LS,470,0.476316,0.24629575520938912,0.6750021412804509,False
nexCP+LS,471,0.48114,0.192957679167616,0.6200559130949127,False
nexCP+LS,472,0.504386,0.1595238332812136,0.5860685152709244,False
nexCP+LS,473,0.487281,0.12593111351866168,0.5517829979134701,False
nexCP+LS,474,0.503947,0.22966344697376576,0.6550430493802255,False
nexCP+LS,475,0.515789,0.23696444513431605,0.6600702911599402,False
nexCP+LS,476,0.484211,0.22306433134341713,0.6453477501276712,False
nexCP+LS,477,0.472807,0.18025079608303007,0.6005239203583673,False
nexCP+LS,478,0.469298,0.15374188907384537,0.5733985592091251,False
nexCP+LS,479,0.5,0.12120181413402753,0.5394943537188032,False
nexCP+LS,480,0.446491,0.21517301129950292,0.6317588646460696,False
nexCP+LS,481,0.488596,0.23961314180701165,0.6515535039787405,False
nexCP+LS,482,0.47807,0.19773177204087125,0.610422813465235,False
nexCP+LS,483,0.461842,0.15661689967657186,0.5680845302081147,False
nexCP+LS,484,0.469298,0.1133411388749346,0.5236683527878833,False
nexCP+LS,485,0.492544,0.10087896036417225,0.5094571626844219,False
nexCP+LS,486,0.226316,0.3590066467071916,0.774222867566776,True
nexCP+LS,487,0.181579,0.34541311673389674,0.7608448220842512,True
nexCP+LS,488,0.223246,0.2921261876857361,0.7257875074010222,True
nexCP+LS,489,0.22807,0.22156443438396836,0.6638653160749735,False
nexCP+LS,490,0.182895,0.1654045785664178,0.604805765769739,False
nexCP+LS,491,0.161404,0.1372272735823535,0.5761443935627624,False
nexCP+LS,492,0.386404,0.297218354732976,0.7348749603920571,False
nexCP+LS,493,0.427193,0.30060140618125647,0.739921793188388,False
nexCP+LS,494,0.371491,0.260334073200733,0.6998263378441241,False
nexCP+LS,495,0.385965,0.21414420445999038,0.6500052424458989,False
nexCP+LS,496,0.409211,0.1669049622517301,0.6035426359455746,False
nexCP+LS,497,0.428947,0.15407991904469648,0.5875206998098887,False
nexCP+LS,498,0.670175,0.4322878054645845,0.8684083121580412,False
nexCP+LS,499,0.709649,0.42207607049226786,0.8568482648960334,False
